Keyword,Quality_Score,Impressions,Clicks,CTR,Conversions,CVR,Avg_CPC,Spend
keyword_42,8,35188,4344,0.12345117653745595,274,0.0630755064456722,23.18,100693.92
keyword_43,9,57198,2522,0.04409245078499248,102,0.040444091990483745,26.5,66833.0
keyword_44,2,23371,3048,0.13041803945060118,175,0.057414698162729656,46.53,141823.44
keyword_45,6,63193,5398,0.08542085357555425,663,0.12282326787699148,29.76,160644.48
keyword_46,7,87133,11850,0.13599899004969415,759,0.0640506329113924,40.98,485612.99999999994
keyword_47,1,22803,871,0.03819672850063588,119,0.13662456946039037,47.1,41024.1
keyword_48,5,90349,12743,0.14104195951255685,1131,0.08875461037432315,30.7,391210.1
keyword_49,5,74802,7951,0.10629394935964279,1428,0.17960005030813733,9.91,78794.41
keyword_50,3,35269,3405,0.09654370693810428,410,0.12041116005873716,41.98,142941.9
keyword_51,2,66432,4589,0.06907815510597302,606,0.1320549139246023,41.8,191820.19999999998
keyword_52,1,97176,13982,0.14388326335720755,1680,0.12015448433700472,10.17,142196.94
keyword_53,6,55327,3991,0.07213476241256529,715,0.1791530944625407,29.67,118412.97
keyword_54,7,44168,3524,0.0797862706031516,110,0.031214528944381384,26.92,94866.08
keyword_55,2,70533,8422,0.11940510115832305,270,0.03205889337449537,43.12,363156.63999999996
keyword_56,2,34779,1734,0.049857672733546105,253,0.1459054209919262,17.36,30102.239999999998
keyword_57,5,10785,547,0.0507185906351414,86,0.15722120658135283,24.18,13226.46
keyword_58,5,62626,7423,0.11852904544438413,727,0.09793883874444295,32.22,239169.06
keyword_59,3,45709,1279,0.027981360344789867,106,0.08287724784988272,28.28,36170.12
keyword_60,3,62200,7788,0.12520900321543407,545,0.06997945557267592,47.98,373668.24
keyword_61,1,3192,311,0.09743107769423559,19,0.06109324758842444,48.23,14999.529999999999
keyword_62,3,47890,4093,0.08546669450824806,753,0.18397263620816026,8.67,35486.31
keyword_63,9,68068,2863,0.04206088029617441,209,0.07300034928396787,18.4,52679.2
keyword_64,2,40256,4834,0.12008147853736088,660,0.1365328920148945,5.34,25813.559999999998
keyword_65,1,87154,10693,0.12269086903641829,1728,0.1616010474141962,23.8,254493.4
keyword_66,9,93364,7246,0.07761021378689859,173,0.023875241512558654,34.8,252160.8
keyword_67,5,8139,524,0.06438137363312446,13,0.02480916030534351,26.21,13734.04
keyword_68,8,49261,2190,0.04445707557702848,175,0.07990867579908675,8.02,17563.8
keyword_69,4,65669,7590,0.11557964945408031,1102,0.14519104084321477,13.82,104893.8
keyword_70,8,70288,6995,0.09951912132938766,468,0.06690493209435311,12.8,89536.0
keyword_71,5,37977,1478,0.038918292650814965,29,0.01962110960757781,28.0,41384.0
keyword_72,6,76704,9298,0.12121923237380058,668,0.07184340718434072,35.5,330079.0
keyword_73,6,51560,6883,0.13349495733126454,249,0.0361760860090077,19.23,132360.09
keyword_74,6,71113,1300,0.01828076441719517,77,0.05923076923076923,10.87,14130.999999999998
keyword_75,2,93511,11047,0.11813583428687534,883,0.07993120304154974,40.94,452264.18
keyword_76,10,67311,8709,0.12938449881891517,374,0.042944080835916866,43.63,379973.67000000004
keyword_77,10,94974,14133,0.14880914776675722,2079,0.14710252600297177,17.44,246479.52000000002
keyword_78,9,33062,1430,0.043252071864980944,94,0.06573426573426573,23.93,34219.9
keyword_79,7,98862,6123,0.061934818231474176,851,0.13898415809243836,8.69,53208.869999999995
keyword_80,3,86343,12542,0.14525786687977021,1603,0.127810556530059,15.25,191265.5
keyword_81,2,17500,405,0.023142857142857142,73,0.18024691358024691,39.52,16005.6
keyword_82,4,14592,1215,0.08326480263157894,43,0.03539094650205761,21.43,26037.45
keyword_83,8,30754,2489,0.08093256161800091,145,0.05825632784250703,32.21,80170.69
keyword_84,9,4171,395,0.09470151042915367,69,0.17468354430379746,47.58,18794.1
keyword_85,10,60062,3382,0.05630848123605608,568,0.16794795978710822,37.56,127027.92000000001
keyword_86,2,18595,2596,0.13960742134982523,141,0.05431432973805855,25.41,65964.36
keyword_87,6,67378,3221,0.047804921487725964,126,0.039118286246507296,21.51,69283.71
keyword_88,8,38020,3838,0.10094687006838506,668,0.17404898384575299,13.57,52081.66
keyword_89,3,38200,3034,0.0794240837696335,157,0.05174686882003955,39.03,118417.02
keyword_90,9,34291,1623,0.047330203260330696,286,0.17621688231669747,10.06,16327.380000000001
keyword_91,4,40233,1466,0.03643775010563468,282,0.19236016371077763,7.76,11376.16
keyword_92,5,83153,11967,0.14391543299700552,714,0.05966407620957633,9.72,116319.24
keyword_93,7,41857,3707,0.08856344219604845,634,0.1710277852711087,15.93,59052.51
keyword_94,5,28162,2663,0.09456004545131738,256,0.09613218174990612,33.22,88464.86
keyword_95,4,75196,8993,0.11959412734719932,1456,0.1619037028800178,43.76,393533.68
keyword_96,4,66497,1421,0.02136938508504143,132,0.09289232934553132,49.67,70581.07
keyword_97,5,25213,2771,0.10990362114782057,90,0.03247924936845904,37.92,105076.32
keyword_98,3,17645,584,0.03309719467271181,86,0.14726027397260275,11.57,6756.88
keyword_99,9,25938,2948,0.11365564037319763,138,0.046811397557666216,17.5,51590.0
keyword_100,2,29952,892,0.029780982905982904,166,0.1860986547085202,10.94,9758.48
keyword_101,7,66628,8431,0.12653839226751515,802,0.09512513343612858,10.2,85996.2
keyword_102,4,71732,7556,0.10533653041878102,262,0.03467443091582848,30.55,230835.80000000002
keyword_103,8,57473,3679,0.06401266681746211,224,0.06088611035607502,45.8,168498.19999999998
keyword_104,7,84767,5106,0.06023570493234395,894,0.17508813160987075,35.79,182743.74
keyword_105,8,18330,565,0.03082378614293508,43,0.07610619469026549,41.03,23181.95
keyword_106,4,68842,9401,0.13655907730745764,1637,0.17413041165833423,27.86,261911.86
keyword_107,2,48488,1289,0.026583897046691965,65,0.0504266873545384,26.39,34016.71
keyword_108,7,97972,7454,0.07608296247907566,777,0.10423933458545748,47.19,351754.26
keyword_109,9,57102,2461,0.043098315295436236,438,0.17797643234457539,37.49,92262.89
keyword_110,6,69361,10368,0.1494788137425931,297,0.028645833333333332,25.67,266146.56
keyword_111,7,39915,3672,0.09199549041713641,274,0.07461873638344227,19.97,73329.84
keyword_112,6,86176,2666,0.03093668770887486,489,0.18342085521380344,9.19,24500.539999999997
keyword_113,2,22281,2305,0.10345137112337867,293,0.12711496746203904,41.94,96671.7
keyword_114,9,9493,1412,0.1487411777098915,210,0.14872521246458922,12.62,17819.44
keyword_115,5,41340,3915,0.09470246734397678,671,0.1713920817369093,28.18,110324.7
keyword_116,3,81189,6010,0.07402480631612657,686,0.11414309484193012,33.68,202416.8
keyword_117,4,11049,564,0.051045343469997284,97,0.17198581560283688,38.48,21702.719999999998
keyword_118,4,44717,1023,0.022877205537044077,138,0.1348973607038123,8.75,8951.25
keyword_119,9,94691,3972,0.04194696433663178,569,0.1432527693856999,5.48,21766.56
keyword_120,5,11987,1048,0.08742804705097189,49,0.046755725190839696,36.77,38534.96000000001
keyword_121,2,74823,8644,0.11552597463346832,1633,0.18891716797778807,25.45,219989.8
keyword_122,6,35315,4693,0.13288970692340366,766,0.16322181973151503,13.15,61712.950000000004
keyword_123,7,35696,4323,0.12110600627521291,284,0.06569511913023364,49.19,212648.37
keyword_124,8,38707,1066,0.02754023819980882,132,0.12382739212007504,40.61,43290.26
keyword_125,5,66166,7826,0.1182782698062449,686,0.08765652951699464,31.03,242840.78
keyword_126,8,19951,1824,0.09142398877249261,253,0.1387061403508772,36.59,66740.16
keyword_127,8,85771,6490,0.07566660059927015,1290,0.1987673343605547,11.98,77750.2
keyword_128,4,2832,255,0.09004237288135593,7,0.027450980392156862,48.3,12316.5
keyword_129,7,1236,13,0.010517799352750809,2,0.15384615384615385,49.84,647.9200000000001
keyword_130,9,37115,723,0.019479994611343122,23,0.0318118948824343,34.18,24712.14
keyword_131,10,50950,4260,0.08361138370951914,438,0.1028169014084507,35.07,149398.2
keyword_132,4,83511,2864,0.03429488330878567,305,0.10649441340782123,36.7,105108.8
keyword_133,9,732,63,0.0860655737704918,4,0.06349206349206349,34.96,2202.48
keyword_134,4,97366,5802,0.05958958979520572,707,0.12185453291968287,24.73,143483.46
keyword_135,1,49873,6834,0.13702805125017545,1162,0.17003219198127012,29.33,200441.22
keyword_136,4,58296,8333,0.14294291203513104,607,0.07284291371654866,17.72,147660.75999999998
keyword_137,2,39023,5743,0.14716961791763833,187,0.03256137907017238,25.11,144206.73
keyword_138,6,54051,7342,0.13583467465911825,982,0.1337510215200218,24.62,180760.04
keyword_139,8,66971,9913,0.1480192919323289,1539,0.15525068092403915,17.97,178136.61
keyword_140,6,71769,7812,0.10884922459557748,1498,0.1917562724014337,40.4,315604.8
keyword_141,9,25014,3613,0.14443911409610619,176,0.04871298090229726,23.44,84688.72
keyword_142,6,8067,805,0.09978926490640883,146,0.1813664596273292,29.83,24013.149999999998
keyword_143,7,864,106,0.12268518518518519,11,0.10377358490566038,12.02,1274.12
keyword_144,5,32878,935,0.02843846949327818,58,0.06203208556149733,26.37,24655.95
keyword_145,8,9147,965,0.10549907073357385,186,0.1927461139896373,39.27,37895.55
keyword_146,2,26839,3766,0.14031819367338574,236,0.06266595857673925,25.0,94150.0
keyword_147,2,79652,6818,0.08559734846582634,1036,0.15195071868583163,30.1,205221.80000000002
keyword_148,8,15340,554,0.03611473272490222,89,0.16064981949458484,36.58,20265.32
keyword_149,6,45883,3843,0.08375651112612514,374,0.09731980223783503,22.5,86467.5
keyword_150,2,12424,1353,0.10890212491951062,195,0.14412416851441243,20.9,28277.699999999997
keyword_151,6,94704,11153,0.11776693698259841,1372,0.12301622881735856,8.86,98815.57999999999
keyword_152,8,92577,7713,0.08331443015003727,420,0.054453520031116295,31.2,240645.6
keyword_153,6,85811,3469,0.04042605260397851,543,0.15652925915249352,36.81,127693.89000000001
keyword_154,9,50387,7040,0.13971857820469566,1316,0.18693181818181817,31.16,219366.4
keyword_155,6,97247,11504,0.11829670838174956,1241,0.10787552155771905,17.76,204311.04
keyword_156,3,48064,2302,0.04789447403462051,458,0.1989574283231972,16.81,38696.619999999995
keyword_157,9,86026,10637,0.12364866435728733,1032,0.09701983642004325,12.18,129558.66
keyword_158,10,51119,3000,0.058686594025704725,319,0.10633333333333334,7.11,21330.0
keyword_159,5,33147,1781,0.053730352671433314,251,0.14093206064008984,24.21,43118.01
keyword_160,6,87081,11392,0.1308207301248263,608,0.05337078651685393,12.22,139210.24000000002
keyword_161,4,63567,8406,0.13223842559818774,1532,0.18225077325719724,36.09,303372.54000000004
keyword_162,3,16386,1077,0.06572683998535335,176,0.16341689879294335,48.28,51997.56
keyword_163,10,91431,1028,0.011243451345823626,181,0.17607003891050585,8.31,8542.68
keyword_164,5,41424,1496,0.03611432985708768,194,0.12967914438502673,45.18,67589.28
keyword_165,3,66551,9137,0.13729320370843412,1636,0.17905220531903251,34.6,316140.2
keyword_166,2,48021,6522,0.13581558068345098,928,0.14228764182766024,43.71,285076.62
keyword_167,6,5720,420,0.07342657342657342,47,0.11190476190476191,11.97,5027.400000000001
keyword_168,8,97163,5108,0.05257145209596246,958,0.187548942834769,45.79,233895.32
keyword_169,3,42888,2246,0.05236896101473606,222,0.09884238646482636,48.1,108032.6
keyword_170,6,65707,8910,0.13560199065548573,981,0.1101010101010101,45.8,408078.0
keyword_171,9,58687,3254,0.055446691771601886,164,0.05039950829748002,40.35,131298.9
keyword_172,1,90551,7390,0.08161146757076122,1408,0.19052774018944518,9.06,66953.40000000001
keyword_173,3,12822,1440,0.11230697239120262,86,0.059722222222222225,14.93,21499.2
keyword_174,2,72178,2838,0.03931946022333675,159,0.056025369978858354,46.09,130803.42000000001
keyword_175,8,63707,2901,0.04553659723421288,110,0.037917959324370906,15.32,44443.32
keyword_176,9,96909,5827,0.060128574229431735,592,0.10159601853440879,20.65,120327.54999999999
keyword_177,10,12165,1235,0.10152075626798192,85,0.06882591093117409,7.27,8978.449999999999
keyword_178,6,20019,2491,0.1244317897996903,381,0.15295062224006423,33.26,82850.65999999999
keyword_179,3,56685,4905,0.08653082826144483,369,0.07522935779816514,30.35,148866.75
keyword_180,10,44075,1260,0.028587634713556437,188,0.1492063492063492,48.28,60832.8
keyword_181,8,71107,5153,0.07246825207082284,284,0.055113526101300214,45.16,232709.47999999998
keyword_182,10,39210,1093,0.027875541953583268,67,0.06129917657822507,27.77,30352.61
keyword_183,7,32220,720,0.0223463687150838,118,0.1638888888888889,32.42,23342.4
keyword_184,2,75504,6987,0.09253814367450731,606,0.08673250322026621,23.59,164823.33
keyword_185,7,21784,3134,0.14386705839147998,125,0.0398851308232291,10.96,34348.64
keyword_186,1,5159,656,0.12715642566388835,126,0.19207317073170732,44.05,28896.8
keyword_187,8,3462,409,0.11813980358174465,21,0.05134474327628362,29.73,12159.57
keyword_188,5,96770,10817,0.11178051048878784,508,0.046963113617454005,24.14,261122.38
keyword_189,9,13127,1779,0.13552220614001675,150,0.08431703204047218,8.08,14374.32
keyword_190,3,2910,335,0.11512027491408934,12,0.03582089552238806,34.94,11704.9
keyword_191,7,66624,6513,0.09775756484149856,312,0.04790419161676647,22.98,149668.74
keyword_192,8,18929,1155,0.06101748639653442,199,0.1722943722943723,16.42,18965.100000000002
keyword_193,1,88274,2130,0.024129415229852506,108,0.05070422535211268,44.45,94678.5
keyword_194,6,36493,2720,0.074534842298523,108,0.039705882352941174,13.26,36067.2
keyword_195,2,65056,9073,0.13946446138711263,1618,0.1783313126859914,28.18,255677.13999999998
keyword_196,8,31240,2862,0.09161331626120359,285,0.09958071278825996,40.81,116798.22
keyword_197,6,77264,2768,0.03582522261337751,133,0.04804913294797688,43.21,119605.28
keyword_198,3,86473,8721,0.10085228915383992,1087,0.1246416695333104,41.84,364886.64
keyword_199,4,4964,373,0.07514101531023368,10,0.02680965147453083,45.35,16915.55
keyword_200,7,46657,6550,0.14038622286044966,634,0.09679389312977099,11.41,74735.5
keyword_201,9,78194,2543,0.03252167685500166,321,0.12622886354699175,47.32,120334.76
keyword_202,10,7666,840,0.10957474563005479,161,0.19166666666666668,5.49,4611.6
keyword_203,2,87658,9241,0.10542106824248786,727,0.0786711394870685,16.52,152661.32
keyword_204,9,13146,1941,0.14764947512551346,306,0.15765069551777433,8.78,17041.98
keyword_205,6,20810,1853,0.08904372897645363,81,0.04371289800323799,47.55,88110.15
keyword_206,2,34908,4608,0.13200412512891027,451,0.0978732638888889,24.08,110960.63999999998
keyword_207,8,18534,249,0.013434768533505989,14,0.05622489959839357,19.19,4778.31
keyword_208,4,58346,1587,0.02719980804168238,172,0.10838059231253938,12.52,19869.239999999998
keyword_209,8,80403,4698,0.05843065557255326,446,0.09493401447424436,12.01,56422.979999999996
keyword_210,7,93017,8995,0.09670275326015675,1766,0.19633129516397999,32.63,293506.85000000003
keyword_211,7,8753,637,0.07277504855478122,117,0.1836734693877551,7.12,4535.4400000000005
keyword_212,7,77677,2981,0.03837686831365784,372,0.12479033881247903,31.74,94616.94
keyword_213,2,55418,5125,0.09247897794940273,265,0.05170731707317073,39.86,204282.5
keyword_214,8,22499,2010,0.08933730388017246,241,0.11990049751243781,32.05,64420.49999999999
keyword_215,2,88149,7353,0.08341558043766804,1195,0.1625186998504012,42.2,310296.60000000003
keyword_216,3,78775,1786,0.02267216756585211,47,0.02631578947368421,16.94,30254.840000000004
keyword_217,10,15943,2228,0.13974785172175877,218,0.09784560143626571,8.47,18871.16
keyword_218,7,15241,1416,0.09290728954792993,39,0.02754237288135593,37.44,53015.03999999999
keyword_219,7,15841,743,0.04690360457041853,47,0.063257065948856,42.27,31406.61
keyword_220,7,89694,9528,0.10622784132717908,348,0.036523929471032744,27.58,262782.24
keyword_221,4,81884,4463,0.05450393239216453,860,0.19269549630293525,41.93,187133.59
keyword_222,5,17240,1393,0.08080046403712297,70,0.05025125628140704,25.61,35674.729999999996
keyword_223,7,80502,4649,0.057750118009490446,218,0.04689180468918047,13.93,64760.57
keyword_224,8,62985,8393,0.13325394935302057,1636,0.19492434171333253,26.35,221155.55000000002
keyword_225,3,17479,2607,0.14915040906230334,294,0.11277330264672036,14.72,38375.04
keyword_226,6,84044,2736,0.032554376279091905,428,0.1564327485380117,26.24,71792.64
keyword_227,9,14760,196,0.013279132791327914,15,0.07653061224489796,11.64,2281.44
keyword_228,10,57680,2347,0.04069001386962552,272,0.11589262888794205,13.35,31332.45
keyword_229,5,81324,7530,0.09259259259259259,159,0.02111553784860558,44.73,336816.89999999997
keyword_230,4,60285,2070,0.03433689972630007,193,0.09323671497584542,10.21,21134.7
keyword_231,9,27106,3350,0.12358887331218181,401,0.11970149253731344,15.09,50551.5
keyword_232,4,11864,797,0.06717801753202966,89,0.11166875784190715,49.8,39690.6
keyword_233,3,43291,4133,0.09547019010879859,384,0.09291071860633922,30.92,127792.36
keyword_234,7,4453,328,0.07365820794969684,53,0.16158536585365854,31.36,10286.08
keyword_235,5,24944,3404,0.13646568313021168,375,0.11016451233842538,43.02,146440.08000000002
keyword_236,1,28377,423,0.014906438312718047,56,0.13238770685579196,28.59,12093.57
keyword_237,8,3070,344,0.11205211726384365,18,0.05232558139534884,14.98,5153.12
keyword_238,1,32891,3331,0.1012739047155757,583,0.17502251576103273,24.01,79977.31000000001
keyword_239,9,16976,1713,0.10090716305372291,146,0.08523058960887332,38.98,66772.73999999999
keyword_240,1,10892,740,0.06793977230995225,79,0.10675675675675676,44.26,32752.399999999998
keyword_241,4,98202,1197,0.01218916111688153,99,0.08270676691729323,17.29,20696.129999999997
keyword_242,10,78677,8378,0.10648601243057056,1512,0.1804726665075197,16.79,140666.62
keyword_243,4,91490,11539,0.12612307355995192,2101,0.18207816968541468,19.74,227779.86
keyword_244,9,21587,473,0.021911335526011023,28,0.05919661733615222,31.83,15055.589999999998
keyword_245,1,41009,2945,0.07181350435270306,457,0.15517826825127334,17.53,51625.850000000006
keyword_246,10,35164,1152,0.03276077806847913,44,0.03819444444444445,45.19,52058.88
keyword_247,9,26058,2489,0.09551769130401412,63,0.025311370028123746,49.01,121985.89
keyword_248,4,60806,7295,0.1199717133177647,1244,0.17052775873886222,35.56,259410.2
keyword_249,7,97164,10040,0.10333045160759129,437,0.04352589641434263,48.66,488546.39999999997
keyword_250,9,9802,534,0.05447867782085289,25,0.04681647940074907,17.95,9585.3
keyword_251,7,6854,202,0.029471841260577766,26,0.12871287128712872,41.68,8419.36
keyword_252,2,90488,10966,0.12118733975775793,1831,0.16697063651285793,35.53,389621.98000000004
keyword_253,6,25458,1409,0.055346060177547333,76,0.0539389638041164,16.84,23727.56
keyword_254,6,96326,1261,0.01309096194173951,51,0.040444091990483745,19.33,24375.129999999997
keyword_255,3,78038,7023,0.08999461800661217,238,0.03388865157340168,26.99,189550.77
keyword_256,4,92159,4104,0.04453173320023004,100,0.024366471734892786,40.62,166704.47999999998
keyword_257,6,36186,4623,0.127756590946775,189,0.040882543802725504,44.25,204567.75
keyword_258,6,22008,661,0.030034532897128315,125,0.18910741301059,33.53,22163.33
keyword_259,1,79423,5628,0.0708610855797439,209,0.03713574982231699,37.47,210881.16
keyword_260,10,52110,2367,0.04542314335060449,301,0.1271651880016899,16.87,39931.29
keyword_261,8,80375,8563,0.10653810264385692,1590,0.18568258787808012,38.35,328391.05
keyword_262,9,50758,4405,0.08678434926514048,585,0.13280363223609534,32.22,141929.1
keyword_263,2,21920,2646,0.1207116788321168,68,0.025699168556311415,15.03,39769.38
keyword_264,4,85963,6378,0.07419471167828019,812,0.1273126371903418,47.76,304613.27999999997
keyword_265,6,61277,654,0.010672846255528175,119,0.1819571865443425,28.08,18364.32
keyword_266,2,43919,1762,0.04011931054896514,137,0.07775255391600454,40.75,71801.5
keyword_267,7,39380,5902,0.14987303199593702,451,0.07641477465266011,28.65,169092.3
keyword_268,6,68118,4546,0.0667371326228016,294,0.06467223933128025,46.98,213571.08
keyword_269,8,14053,1360,0.09677648900590621,150,0.11029411764705882,11.36,15449.599999999999
keyword_270,7,71039,9710,0.1366854826222216,610,0.06282183316168898,29.58,287221.8
keyword_271,10,59966,771,0.012857285795283994,115,0.14915693904020752,6.13,4726.23
keyword_272,1,36126,3697,0.10233626750816587,503,0.1360562618339194,13.88,51314.36
keyword_273,10,41743,2102,0.05035574826917088,193,0.09181731684110371,17.65,37100.299999999996
keyword_274,10,1226,60,0.048939641109298535,9,0.15,26.27,1576.2
keyword_275,5,57057,2366,0.04146730462519936,89,0.03761622992392223,41.91,99159.06
keyword_276,6,17220,2155,0.1251451800232288,333,0.1545243619489559,26.0,56030.0
keyword_277,7,86022,5351,0.062205017321150406,687,0.1283872173425528,30.25,161867.75
keyword_278,4,31166,604,0.019380093691843677,80,0.13245033112582782,46.58,28134.32
keyword_279,9,25661,604,0.023537664159619658,19,0.03145695364238411,39.04,23580.16
keyword_280,1,84334,2597,0.030794222970569402,340,0.13092029264536004,7.26,18854.22
keyword_281,3,6726,913,0.13574189711567053,99,0.10843373493975904,12.94,11814.22
keyword_282,10,76593,5349,0.06983666914731111,574,0.10730977752851001,6.72,35945.28
keyword_283,2,5470,756,0.13820840950639854,58,0.07671957671957672,8.11,6131.16
keyword_284,2,72858,9066,0.12443383019023306,193,0.02128833002426649,20.25,183586.5
keyword_285,1,51303,6531,0.1273024969300041,627,0.09600367478180984,37.75,246545.25
keyword_286,3,50972,2556,0.050145177744644116,235,0.09194053208137715,16.0,40896.0
keyword_287,10,35058,1682,0.047977637058588624,161,0.09571938168846611,22.65,38097.299999999996
keyword_288,5,68917,6092,0.08839618671735566,792,0.13000656598818122,22.72,138410.24
keyword_289,6,50606,3466,0.06848990238311663,256,0.0738603577611079,31.56,109386.95999999999
keyword_290,8,6043,491,0.08125103425450934,33,0.06720977596741344,45.18,22183.38
keyword_291,4,7630,133,0.01743119266055046,14,0.10526315789473684,49.25,6550.25
keyword_292,1,51718,7551,0.14600332572798638,956,0.12660574758310159,32.21,243217.71000000002
keyword_293,9,14634,265,0.01810851441847752,32,0.12075471698113208,27.73,7348.45
keyword_294,3,80375,2816,0.03503576982892691,503,0.1786221590909091,35.68,100474.88
keyword_295,8,31686,3325,0.10493593385091207,526,0.1581954887218045,35.06,116574.50000000001
keyword_296,4,27313,867,0.03174312598396368,25,0.02883506343713956,28.58,24778.859999999997
keyword_297,3,55052,1374,0.024958221318026594,166,0.12081513828238719,38.16,52431.84
keyword_298,3,41522,1308,0.0315013727662444,124,0.09480122324159021,27.11,35459.88
keyword_299,4,75241,1404,0.018660039074440797,119,0.08475783475783476,49.84,69975.36
keyword_300,4,6633,299,0.04507764209256747,57,0.19063545150501673,7.2,2152.8
keyword_301,7,51641,2476,0.04794639917894696,253,0.10218093699515347,24.94,61751.44
keyword_302,2,59746,4768,0.0798045057409701,712,0.1493288590604027,22.87,109044.16
keyword_303,8,84224,6015,0.07141669832826748,1167,0.19401496259351622,39.66,238554.89999999997
keyword_304,2,69361,5293,0.07631089517163823,249,0.04704326468921217,13.59,71931.87
keyword_305,1,6473,622,0.09609145682063958,18,0.028938906752411574,24.53,15257.66
keyword_306,8,55543,2351,0.04232756602992276,179,0.07613781369629945,36.41,85599.90999999999
keyword_307,4,72246,2084,0.028845887661600643,58,0.02783109404990403,32.14,66979.76
keyword_308,6,17761,2362,0.13298800743201397,96,0.04064352243861134,29.53,69749.86
keyword_309,1,82551,8152,0.09875107509297283,1618,0.19847890088321885,24.57,200294.64
keyword_310,3,38435,710,0.018472746194874462,136,0.19154929577464788,38.84,27576.4
keyword_311,7,81950,11845,0.1445393532641855,1710,0.14436471084845925,34.09,403796.05000000005
keyword_312,7,93264,9982,0.10702950763424258,1552,0.15547986375475856,44.36,442801.52
keyword_313,8,1492,46,0.030831099195710455,2,0.043478260869565216,37.98,1747.08
keyword_314,2,39040,5687,0.14567110655737706,723,0.12713205556532442,11.32,64376.840000000004
keyword_315,7,89818,5493,0.061157006390701193,262,0.04769706899690515,32.88,180609.84000000003
keyword_316,4,26835,3967,0.14782932737097074,349,0.08797580035291153,7.0,27769.0
keyword_317,6,68632,1678,0.024449236507751486,137,0.08164481525625746,22.43,37637.54
